Facility Type,Facility Number,FAC_N2,FAC_ID_Z,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Latitude,Longitude,WUICLASS10,HAZ_CLASS,Risk,Duplicate address
RESIDENTIAL CARE ELDERLY,496803652,496803652,CA496803652,EXCEPTIONAL CARE HOME OF ROHNERT PARK,EXCEPTINAL CARE HOME OF ROHNERT PARK LLC,"MILLER, STACIE",(707) 332-2485,6069 DONNA CT,ROHNERT PARK,CA,94928,SONOMA,21,6,LICENSED,5/2/2017,,38.353312,-122.699534,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,342700177,342700177,CA342700177,EXCEPTIONAL SENIOR HOME,ROANN SERVICES LLC,"PINLAC, MARIA ANA V",(916) 941-5664,9413 CORLEY COVE LANE,ELK GROVE,CA,95624,SACRAMENTO,27,6,LICENSED,8/30/2017,,38.452323,-121.347734,Med_Dens_NoVeg,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197603340,197603340,CA197603340,"EXCLUSIVE RAYA'S PARADISE, INC.","EXCLUSIVE RAYA'S PARADISE, INC.",ISRAEL & MOTI GAMBURD,(323) 528-3436,341 N. LA JOLLA AVE.,LOS ANGELES,CA,90048,LOS ANGELES,28,6,LICENSED,1/10/2002,,34.07729,-118.36809,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607979,197607979,CA197607979,"EXCLUSIVE RAYA'S PARADISE, INC.","EXCLUSIVE RAYA'S PARADISE, INC.",MICHAEL GAMBURD,(323) 851-2517,851 N. GARDNER STREET,LOS ANGELES,CA,90046,LOS ANGELES,31,4,LICENSED,7/23/2010,,34.08676,-118.35336,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607055,197607055,CA197607055,"EXCLUSIVE RAYA'S PARADISE, INC.","EXCLUSIVE RAYA'S PARADISE, INC.",MOTI MICHAEL GAMBURD,(323) 528-3436,849 N. GARDNER STREET,LOS ANGELES,CA,90046,LOS ANGELES,31,5,LICENSED,8/28/2007,,34.08667,-118.35336,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608521,197608521,CA197608521,"EXCLUSIVE RAYA'S PARADISE, INC.","EXCLUSIVE RAYA'S PARADISE, INC.",MOTI MICHAEL GAMBURD,(323) 528-3436,852 N. SIERRA BONITA AVENUE,LOS ANGELES,CA,90046,LOS ANGELES,31,6,LICENSED,8/14/2014,,34.08691,-118.35415,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374603766,374603766,CA374603766,EXQUISITE ELDER CARE,EXQUISITE CARE INC,"CHUNG, LENA",(619) 990-5982,926 E 2ND STREET,NATIONAL CITY,CA,91950,SAN DIEGO,8,10,CLOSED,,10/19/2017,32.683535,-117.099445,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608822,197608822,CA197608822,EXTENDED FAMILY HOME CARE,"EXTENDED FAMILY HOME CARE, LLC.",ERLITA MASCARINAS,(661) 317-8850,3555 COBB ROAD,LANCASTER,CA,93535,LOS ANGELES,31,3,CLOSED,5/4/2015,3/26/2016,34.705216,-118.06631,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,366402654,366402654,CA366402654,"EXTENDED HANDS ELDER CARE, INC.","EXTENDED HANDS ELDER CARE, INC.","FULLER, WILLICIA",(909) 877-3074,136 EAST GRANT STREET,RIALTO,CA,92376,SAN BERNARDINO,18,6,CLOSED,12/9/1998,11/15/2016,34.086688,-117.36953,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197602023,197602023,CA197602023,EXTRA CARE,"METCHKOV, ILIA NIKOLOV",ILIA METCHKOV,(818) 894-9166,16029 CHASE STREET,NORTH HILLS,CA,91343,LOS ANGELES,31,6,CLOSED,12/7/1998,2/9/2018,34.224855,-118.481767,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197609610,197609610,CA197609610,EXTRA CARE FOR MOM,TANYA CYRILOVA,"CHIALTAS, SARA",(818) 894-9166,16029 CHASE STREET,NORTH HILLS,CA,91343,LOS ANGELES,31,6,CLOSED,,5/25/2018,34.224855,-118.481767,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,198603010,198603010,CA198603010,EXTRA MILE CARE OF SOUTH BAY,JRS ENTERPRISES INC,"ENOCH, JASMIN",(310) 424-9195,1727 241ST ST,LOMITA,CA,90717,LOS ANGELES,28,6,CLOSED,,12/7/2018,33.80651,-118.30854,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306002990,306002990,CA306002990,EXTRAORDINARY ASSISTED LIVING OF ANAHEIM,"EXTRAORDINARY ASSISTED LIVING, LLC",DONABELLE GABOYA,(714) 625-5544,1809 W. CERRITOS AVENUE,ANAHEIM,CA,92804,ORANGE,22,6,LICENSED,3/15/2006,,33.8108,-117.946226,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306003806,306003806,CA306003806,EXTRAORDINARY ASSISTED LIVING OF HUNT. BEACH,"EXTRAORDINARY ASSISTED LIVING, LLC",DONABELLE GABOYA,(714) 625-5544,6031 SYDNEY DRIVE,HUNTINGTON BEACH,CA,92647,ORANGE,22,6,LICENSED,11/16/2007,,33.738701,-118.02368,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347001358,347001358,CA347001358,E. J. CARE,"JAMES, IBOLYA E.","JAMES, IBOLYA E.",(916) 721-4721,8500 ROBIE WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,6,CLOSED,12/27/1999,12/7/2018,38.72032,-121.279796,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197604094,197604094,CA197604094,E.M. CARE,"MIHET, EMIL","MIHET, RUXANDA G.",(818) 360-1696,17132 SAN FERNANDO MSN. BLVD.,GRANADA HILLS,CA,91344,LOS ANGELES,31,5,CLOSED,9/24/2002,6/1/2017,34.271887,-118.506363,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374601594,374601594,CA374601594,"F & C RESIDENTIAL CARE, INC.","F & C RESIDENTIAL CARE, INC.","PRADO, FLORENCIA",(858) 536-1295,11244 GANESTA DRIVE,SAN DIEGO,CA,92126,SAN DIEGO,8,6,CLOSED,10/10/2003,10/9/2015,32.927321,-117.139581,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,198602997,198602997,CA198602997,FAGAN HOME CARE,LITTLE HILLS HOME CARE INC,"ANSELMO, YETZIRA",(562) 215-3265,19742 FAGAN WAY,CERRITOS,CA,90703,LOS ANGELES,28,5,LICENSED,3/28/2019,,33.850359,-118.072439,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,374603755,374603755,CA374603755,FAHIMA CARE HOME 1,NAZREEN LLC,RAUSHON AHMED,(858) 800-7455,8554 CAPRICORN WAY,SAN DIEGO,CA,92126,SAN DIEGO,8,6,LICENSED,5/4/2017,,32.924339,-117.13937,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,347005688,347005688,CA347005688,FAIR OAKS CARE HOME,"ANA, LIVIUS & AURELIA","ANA, OTNIEL",(916) 966-6537,5121 ARROYO STREET,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,10/27/2016,,38.65938,-121.227749,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,347003908,347003908,CA347003908,FAIR OAKS CARE HOME AT MONTE PARK,"TOMASIC, ZELKA","TOMASIC, ZELKA",(916) 267-3867,8156 MONTE PARK AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,5,LICENSED,9/13/2007,,38.64956,-121.2605,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347003219,347003219,CA347003219,FAIR OAKS COMMUNITY AT SUNSET,"SMITH, CAROLYN",CAROLYN SMITH,(916) 962-7108,7710 SUNSET AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,15,ON PROBATION,7/29/2005,,38.65196,-121.282331,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347001356,347001356,CA347001356,FAIR OAKS ESTATES,"NEWMAN, MICHAEL & HAMBURG, KIRT",PARVEEN SAROAY,(916) 944-2077,8845 FAIR OAKS BLVD.,CARMICHAEL,CA,95608,SACRAMENTO,27,106,CLOSED,2/25/2000,4/17/2018,38.637342,-121.296145,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,342700333,342700333,CA342700333,FAIR OAKS ESTATES INC,FAIR OAKS ESTATE INC,"SAROAY, PARVEEN",(916) 944-2077,8845 FAIR OAKS BLVD,CARMICHAEL,CA,95608,SACRAMENTO,27,106,LICENSED,4/16/2018,,38.637342,-121.296145,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347003020,347003020,CA347003020,FAIR OAKS HOME CARE,"ANA, CAMELIA",CAMELIA ANA CONSTANTIN,(916) 966-6537,5121 ARROYO STREET,FAIR OAKS,CA,95628,SACRAMENTO,27,6,CLOSED,10/1/2004,10/27/2016,38.65938,-121.227749,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,347005115,347005115,CA347005115,FAIR OAKS HOME CARE FOR THE ELDERLY,LYUDMILA PALAMARCHUK,LYUDMILA PALAMARCHUK,(916) 962-7458,8119 OAHU DRIVE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,7/8/2013,,38.661365,-121.261039,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347005484,347005484,CA347005484,FAIR OAKS SENIOR CARE,"SUNRIVER SENIOR CARE, L.L.C.",SUSIE DIZON,(916) 903-7860,8932 BEDFORD AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,9/21/2015,,38.657986,-121.223317,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,347004167,347004167,CA347004167,FAIR OAKS VILLA HOME CARE,GEORGE MOGA,GEORGE MOGA,(916) 966-8556,8781 PHOENIX AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,7/3/2009,,38.660641,-121.231111,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347004243,347004243,CA347004243,FAIR OAKS VILLAS,FAIR OAKS VILLAS,LIGIA SILVA,(916) 536-9194,7959 ORANGE AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,CLOSED,8/25/2009,11/23/2015,38.648204,-121.271147,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607386,197607386,CA197607386,FAIR PARK MANOR,D'SISTERS CORPORATION,GILBERT FIERRO,(323) 254-0268,1622 FAIR PARK AVENUE,LOS ANGELES,CA,90041,LOS ANGELES,31,6,LICENSED,3/28/2008,,34.133949,-118.202305,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,15600517,15600517,CA015600517,FAIRBANKS HOME CARE,"DRUGA, GEORGE & DRUGA DIDINA","DRUGA, LAWRENCE",(510) 909-0188,2946 SOMERSET AVENUE,CASTRO VALLEY,CA,94546,ALAMEDA,15,6,CLOSED,12/22/2000,2/22/2016,37.701464,-122.087587,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,15600361,15600361,CA015600361,FAIRBANKS HOME CARE,GEORGE AND DIDINA DRUGA,"DRUGA, GHEORGHE",(510) 889-1948,2940 SOMERSET AVENUE,CASTRO VALLEY,CA,94546,ALAMEDA,15,6,LICENSED,7/7/1999,,37.701436,-122.087738,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,19200830,19200830,CA019200830,FAIRBANKS ONE,"MONCEA, VIORICA","MONCEA, VIORICA",(510) 586-0909,2946 SOMERSET AVE,CASTRO VALLEY,CA,94546,ALAMEDA,15,6,LICENSED,12/21/2018,,37.701464,-122.087587,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,107201074,107201074,CA107201074,FAIREHAVEN,"WALLERS, PATRICIA & LES, RODRIGUEZ, HELEN","RODRIGUEZ, HELEN",(559) 834-3132,413 S. FIFTH ST.,FOWLER,CA,93625,FRESNO,24,6,CLOSED,1/19/2001,4/1/2019,36.62799,-119.673956,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,486801529,486801529,CA486801529,FAIRFIELD MEADOWS,"SALVADOR,POTENCIANO & SALVADOR,MARIA","SALVADOR, MARIA",(707) 422-2511,4526 TOLENAS AVENUE,FAIRFIELD,CA,94533,SOLANO,21,6,LICENSED,2/9/2004,,38.264094,-121.997757,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374601888,374601888,CA374601888,"FAIRHILL CASTLE, LLC","FAIRHILL CASTLE, LLC",JESUSAN M. DE LEON,(619) 303-0623,10339 FAIRHILL DR,SPRING VALLEY,CA,91977,SAN DIEGO,8,6,CLOSED,12/4/2004,5/29/2015,32.717717,-116.975697,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374601315,374601315,CA374601315,"FAIRHILL CASTLE, LLC II","FAIRHILL CASTLE, LLC","DELEON, JESUSAN",(619) 277-1418,9824 SAN DIEGO ST,SPRING VALLEY,CA,91977,SAN DIEGO,8,6,CLOSED,6/21/2006,5/29/2015,32.707866,-116.987282,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374602637,374602637,CA374602637,"FAIRHILL CASTLE, LLC III","FAIRHILL CASTLE, LLC","DELEON, JESUSAN M.",(619) 277-1418,409 PRATHER PLACE,SPRING VALLEY,CA,91977,SAN DIEGO,8,6,CLOSED,2/22/2008,6/15/2015,32.705041,-117.003596,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336426288,336426288,CA336426288,FAIRHILL COURT ELDER CARE,"FAIRHILL COURT, INC.",MARGARET CACHOLA,(951) 246-0597,31012 FAIRHILL COURT,MENIFEE,CA,92584,RIVERSIDE,18,6,CLOSED,12/29/2014,6/13/2019,33.669017,-117.149819,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,331880717,331880717,CA331880717,FAIRHILL ELDER CARE,"MULLINS, AIDA","MANAHAN, GLYKA NICOLE",(951) 246-0597,31012 FAIRHILL CT,MENIFEE,CA,92584,RIVERSIDE,18,6,LICENSED,6/13/2019,,33.669017,-117.149819,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306003533,306003533,CA306003533,FAIRMONT HOUSE,"HELENA HOUSE, INC.",BARBARA RESNICK,(714) 505-3258,13642 FAIRMONT WAY,TUSTIN,CA,92780,ORANGE,22,6,CLOSED,9/8/2006,7/16/2019,33.765545,-117.828586,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,15601404,15601404,CA015601404,FAIRVIEW CARE HOME,"FRONE, AURICA","FRONE, AURICA",(510) 690-0080,24933 SECOND STREET,HAYWARD,CA,94541,ALAMEDA,15,6,LICENSED,10/17/2008,,37.667218,-122.059471,High_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,486803341,486803341,CA486803341,FAIRVIEW COMFORT 3,HAR LEE MAR WORLDLINK CORPORATION,"MANALO, MAGRACIA",(707) 386-1296,5248 ETRUSCAN DRIVE,FAIRFIELD,CA,94534,SOLANO,21,6,LICENSED,9/30/2011,,38.222076,-122.153238,High_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,486803227,486803227,CA486803227,FAIRVIEW COMFORT HOME,HAR LEE MAR WORLD LINK CORPORATION,"HARLAND, PATRICIA",(707) 427-8047,609 PARADISE COURT,FAIRFIELD,CA,94533,SOLANO,21,6,LICENSED,11/3/2009,,38.291239,-122.025825,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,75601466,75601466,CA075601466,FAIRVIEW MANOR,"TACALDO, ANTONIO","TACALDO, ANTONIO",(925) 516-2561,1530 FAIRVIEW AVENUE,BRENTWOOD,CA,94513,CONTRA COSTA,15,6,CLOSED,1/15/2009,4/16/2018,37.945602,-121.723137,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197609883,197609883,CA197609883,FAIRWEATHER ASSISTED LIVING,FAIRWEATHER ASSISTED LIVING,"MELIKYAN, NARINE",(310) 429-4641,19343 FAIRWEATHER STREET,CANYON COUNTRY,CA,91351,LOS ANGELES,31,6,CLOSED,,8/16/2019,34.424792,-118.473852,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197608978,197608978,CA197608978,FAIRWEATHER ASSISTED SENIOR CARE,POLICE & FIRE FINANCIAL SERVICES INC,"BUSSARD, CONNIE",(661) 810-7372,19343 FAIRWEATHER,CANYON COUNTRY,CA,91351,LOS ANGELES,31,6,LICENSED,1/29/2016,,34.424792,-118.473852,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197609987,197609987,CA197609987,FAIRWEATHER SENIOR FACILITY,"SAGARO HOLDINGS,LLC","MINASYAN, MAGDA",(818) 917-1097,19343 FAIRWEATHER ST.,CANYON COUNTRY,CA,91351,LOS ANGELES,31,6,PENDING,,,34.424792,-118.473852,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374601258,374601258,CA374601258,FAIRWINDS - IVEY RANCH,OSID LLC: LEISURE CARE LLC,"SOMMER, JESSICA",(760) 439-8090,4490 MESA DR,OCEANSIDE,CA,92056,SAN DIEGO,8,200,LICENSED,8/2/2002,,33.219908,-117.300021,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197603296,197603296,CA197603296,FAIRWINDS - WEST HILLS,WHILLS LLC,ELVIS GUTIERREZ,(818) 713-0900,8138 WOODLAKE AVE,WEST HILLS,CA,91304,LOS ANGELES,31,130,LICENSED,6/22/2001,,34.217583,-118.632034,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,107201156,107201156,CA107201156,FAIRWINDS - WOODWARD PARK,FRESN LLC; LEISURE CARE LLC,"EDWARDS, DEANNE",(559) 434-6444,9525 N FT WASHINGTON RD,FRESNO,CA,93730,FRESNO,24,270,LICENSED,3/14/2001,,36.874664,-119.774263,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,486830755,486830755,CA486830755,FAITH'S HAVEN,TAMIA PATTON,"PATTON, TAMIA",(415) 797-9327,107 ROYAL COURT,VALLEJO,CA,94591,SOLANO,21,4,CLOSED,,8/14/2018,38.11358,-122.198842,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,486803842,486803842,CA486803842,FAITH'S HAVEN,"PATTON, TAMIA","PATTON, TAMIA",(415) 797-9327,107 ROYAL COURT,VALLEJO,CA,94591,SOLANO,21,6,CLOSED,,6/11/2019,38.11358,-122.198842,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,275201558,275201558,CA275201558,FAITHFUL CARE HOME II,"USI, ROSARIO",ROSARIO  USI,(831) 422-3288,489 WEST ALISAL STREET,SALINAS,CA,93901,MONTEREY,26,6,LICENSED,4/2/2004,,36.671904,-121.666984,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336424235,336424235,CA336424235,"FAITH, HOPE AND  LOVE ASSISTED LIVING","FAITH, HOPE AND LOVE ASSISTED LIVING, INC.",ANDREA J BOGGIO,(951) 781-7535,5505 VIA SAN JACINTO,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,8/21/2009,,33.950144,-117.343978,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336425076,336425076,CA336425076,"FAITH, HOPE AND LOVE ASSISTED LIVING #2","FAITH, HOPE AND LOVE ASSISTED LIVING, INC.",ANDREA J. BOGGIO,(951) 784-5018,1125 VIA VALLARTA,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,10/8/2010,,33.948924,-117.335818,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336425912,336425912,CA336425912,"FAITH, HOPE AND LOVE ASSISTED LIVING #3","FAITH, HOPE AND LOVE ASSISTED LIVING, INC.",ANDREA J. BOGGIO,(951) 686-2912,5635 VIA MENSABE,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,3/6/2013,,33.948557,-117.338189,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,336413313,336413313,CA336413313,FALCON CREST SENIOR CARE,LARISSA VISHTELL,LARISSA VISHTELL,(951) 698-5952,26707 PADDINGTON CT.,MURRIETA,CA,92563,RIVERSIDE,18,6,CLOSED,1/28/2008,1/25/2018,33.542642,-117.160811,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374601836,374601836,CA374601836,FALLBROOK GARDENS LTD,FALLBROOK GARDENS LIMITED,TOM L. TOTANES,(760) 723-0089,1810 E. ALVARADO,FALLBROOK,CA,92028,SAN DIEGO,8,9,LICENSED,8/30/2005,,33.382482,-117.224853,Med_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197609049,197609049,CA197609049,FALLBROOK GLEN OF WEST HILLS,FALLBROOK SENIOR CARE LLC; NORTHSTAR SENIOR LIVING,VLADIMIR KAPLUN,(818) 883-4123,6833 FALLBROOK AVE,WEST HILLS,CA,91307,LOS ANGELES,31,114,LICENSED,10/20/2016,,34.194716,-118.623705,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197607456,197607456,CA197607456,FALLBROOK MANOR,"FALLBROOK MANOR, LLC.",MARLYN ALEJANDRO,(818) 455-2848,7808 FALLBROOK AVENUE,WEST HILLS,CA,91304,LOS ANGELES,31,6,CLOSED,4/14/2008,8/11/2015,34.212255,-118.623154,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,374600245,374600245,CA374600245,FAMILY-STYLE CARE,"HULSEY, JOSEFINA I. & WILLIAM S.","CRISOSOTOMO, LUZVIMINDA",(619) 472-5202,2875 MORNINGSIDE STREET,SAN DIEGO,CA,92139,SAN DIEGO,8,6,LICENSED,8/22/1995,,32.668509,-117.063585,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374600688,374600688,CA374600688,FAMILY-STYLE CARE II,"HULSEY, JOSEFINA I.",LUZVIMINDA CRISOSTOMO,(619) 434-6782,2847 MORNINGSIDE STREET,SAN DIEGO,CA,92139,SAN DIEGO,8,6,LICENSED,9/30/1998,,32.66871,-117.063502,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,415600654,415600654,CA415600654,FAMILY AFFAIR CARE HOME,"FAMILY AFFAIR CARE HOME, INC.","LESLIE, HUI CAO",(650) 871-5095,264 SOUTHCLIFF AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,3/16/2006,,37.653346,-122.449735,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306002430,306002430,CA306002430,FAMILY CARE - BUCKBOARD HOME,"FAMILY CARE, INC.",RUSSELL VENANZI,(949) 362-2967,25042 BUCKBOARD LANE,LAGUNA HILLS,CA,92653,ORANGE,22,6,LICENSED,9/27/2004,,33.574761,-117.693077,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306002428,306002428,CA306002428,FAMILY CARE - EL MAR HOME,"FAMILY CARE FOR THE ELDERLY, INC.","VENANZI, RUSSELL",(949) 589-0145,26542 EL MAR DRIVE,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,9/27/2004,,33.57107,-117.666852,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306002429,306002429,CA306002429,FAMILY CARE - PEPITA HOME,"FAMILY CARE FOR THE ELDERLY, INC.",RUSSELL VENANZI,(949) 589-0145,26741 PEPITA DRIVE,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,9/27/2004,,33.593068,-117.663215,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,405800731,405800731,CA405800731,FAMILY CARE HOME,"GARCES, ABRAHAM G.",ABRAHAM GARCES,(805) 668-2064,1095 BODEGA CT.,GROVER BEACH,CA,93433,SAN LUIS OBISPO,29,6,LICENSED,5/20/2002,,35.110809,-120.615665,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336423962,336423962,CA336423962,FAMILY CARE HOME-PROSPERITY,JOSE L. KO & TERESITA S. KO,JOSE L. KO,(951) 485-4310,11588 PROSPERITY LANE,MORENO VALLEY,CA,92557,RIVERSIDE,18,4,CLOSED,3/26/2009,8/26/2016,33.952633,-117.23327,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,405801239,405801239,CA405801239,FAMILY CARE HOME II,"BAGONG UMAGA, INC.",ABRAHAM GARCES,(805) 489-1586,989 SAVANNAH AVENUE,GROVER BEACH,CA,93433,SAN LUIS OBISPO,29,6,LICENSED,12/15/2004,,35.111548,-120.614321,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607690,197607690,CA197607690,FAMILY CARE MANOR,"FAMILY CARE MANOR, LLC.",AURORA CACHOLA-BIRCO,(310) 480-6651,2451 W. 235TH STREET,TORRANCE,CA,90501,LOS ANGELES,11,6,CLOSED,3/9/2009,10/4/2017,33.812923,-118.3266,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608066,197608066,CA197608066,FAMILY CARE MANOR,"FAMILY CARE MANOR, INC.",HASMIK SUKIASYAN,(818) 988-4557,14127 TIARA STREET,SHERMAN OAKS,CA,91401,LOS ANGELES,31,6,LICENSED,3/21/2011,,34.178579,-118.440922,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608262,197608262,CA197608262,FAMILY CARE MANOR II,"FAMILY CARE MANOR, LLC.",FELIZA C. KEECH,(310) 518-7909,211 E. CLARION DRIVE,CARSON,CA,90745,LOS ANGELES,11,6,CLOSED,9/10/2014,6/27/2017,33.836231,-118.275134,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
