Facility Number,Visit Date,V Month,V Date,V Year,Facility Name,Address,City,Zip,County,State,Telephone,Facility Type,Section Cited,General section
198602069,3/22/2019,3,22,2019,PALMCREST GRAND RESIDENCE,3503 CEDAR AVENUE,LONG BEACH,90807,Los Angeles,CA,(562) 595-4551,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608404,3/13/2019,3,13,2019,VICTOR JEM HAPPY HOMES,831 DELAWARE ROAD,BURBANK,91504,Los Angeles,CA,(818) 232-7561,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197604993,3/8/2019,3,8,2019,GOOD CHOICE ELDERLY CARE,11647 BALBOA AVENUE,GRANADA HILLS,91344,Los Angeles,CA,(818) 366-9061,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197803555,3/7/2019,3,7,2019,SEA BREEZE MANOR,3240 PINE AVE,LONG BEACH,90807,Los Angeles,CA,(562) 997-0906,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607803,3/5/2019,3,5,2019,SMILEY'S GUEST HOME,614-620 1/2 W. 92ND STREET,LOS ANGELES,90044,Los Angeles,CA,(323) 755-8997,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197609333,2/28/2019,2,28,2019,SHALEV SENIOR LIVING 4,6245 MATILIJA AVE,VALLEY GLEN,91401,Los Angeles,CA,(818) 780-4808,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15600502,2/28/2019,2,28,2019,MURIEL'S RESIDENTIAL FACILITY,38880 FLORENCE WAY,FREMONT,94536,Alameda,CA,(510) 703-8248,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197801441,2/27/2019,2,27,2019,DELUXE GUEST HOME II,3266 PINE AVENUE,LONG BEACH,90806,Los Angeles,CA,(562) 427-1565,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336425652,2/27/2019,2,27,2019,GENEROUS HOMECARE,31729 BOTTLE BRUSH ST.,WINCHESTER,92596,Riverside,CA,(619) 398-6785,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
71441237,2/27/2019,2,27,2019,INN OF WALNUT CREEK,208 SAN ANTONIO WAY,WALNUT CREEK,94598,Contra Costa,CA,(925) 944-5237,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601364,2/27/2019,2,27,2019,LINCOLN VILLA,41040 LINCOLN AVENUE,FREMONT,94538,Alameda,CA,(510) 656-4373,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197603234,2/24/2019,2,24,2019,VILLA ROSE,14835 WEDDINGTON STREET,SHERMAN OAKS,91411,Los Angeles,CA,(818) 789-9103,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198204824,2/22/2019,2,22,2019,NONNA'S GUEST HOME,3334 CLARK AVENUE,LONG BEACH,90808,Los Angeles,CA,(562) 354-6264,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336425398,2/22/2019,2,22,2019,ANNA'S PARK HAVEN,3911 PARK AVENUE,HEMET,92544,Riverside,CA,(951) 658-6223,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601579,2/14/2019,2,14,2019,WALNUT CREEK SENIOR LIVING,80 CRAGMONT COURT,WALNUT CREEK,94598,Contra Costa,CA,(925) 939-3635,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606934,2/13/2019,2,13,2019,CELEBRITY CARE HOME,233 W. 234TH STREET,CARSON,90745,Los Angeles,CA,(310) 830-8366,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608982,2/9/2019,2,9,2019,WALNUT GARDEN VALLEY VILLAGE,12823 COLLINS STREET,VALLEY VILLAGE,91607,Los Angeles,CA,(818) 358-2033,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336423381,2/8/2019,2,8,2019,STARLITE MANOR,14598 STONYBROOK COURT,CORONA,92880,Riverside,CA,(951) 372-0694,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
286801451,2/7/2019,2,7,2019,ROSE HAVEN,520 SANITARIUM RD.,ST. HELENA,94574,Napa,CA,(707) 963-3748,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
455001470,2/7/2019,2,7,2019,LAKE REDDING MANOR,739 DELTA STREET,REDDING,96003,Shasta,CA,(530) 241-9566,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608232,2/6/2019,2,6,2019,SUMMER HOUSE AT LADERA HEIGHTS,6108 DAMASK AVENUE,LOS ANGELES,90056,Los Angeles,CA,(323) 792-4105,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198204856,2/6/2019,2,6,2019,SERENITY GUEST HOME - IV,1036 VIA LA PAZ,SAN PEDRO,90732,Los Angeles,CA,(310) 521-0043,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
347005261,2/6/2019,2,6,2019,RNCARE HOUSE @ CARMICHAEL,3120 COLORADO ST.,CARMICHAEL,95608,Sacramento,CA,(916) 283-6516,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801905,2/5/2019,2,5,2019,AMITY & JOY HOME CARE,4810 JUSTIN WAY,OXNARD,93033,Ventura,CA,(805) 246-5831,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003858,2/1/2019,2,1,2019,ST. FRANCIS' HOME CARE,23822 VIA NAVARRA,MISSION VIEJO,92691,Orange,CA,(949) 916-9957,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602543,1/30/2019,1,30,2019,AURA,5602 WHITEWOOD AVE,LAKEWOOD,90712,Los Angeles,CA,(310) 933-8275,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435202481,1/30/2019,1,30,2019,ANDREA'S ELDERLY CARE FACILITY #3,167 BLAKE AVENUE,SANTA CLARA,95051,Santa Clara,CA,(408) 816-7151,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200758,1/30/2019,1,30,2019,GILL PORT CARE HOME,2069 GILL PORT LANE,WALNUT CREEK,94598,Contra Costa,CA,(510) 825-2383,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15600631,1/30/2019,1,30,2019,LESLIE'S CARE HOME,429 LINNELL AVENUE,SAN LEANDRO,94578,Alameda,CA,(510) 351-5997,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
236800970,1/29/2019,1,29,2019,OBSERVATORY CARE HOME,270 OBSERVATORY STREET,UKIAH,95482,Mendocino,CA,(707) 468-5986,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197604800,1/25/2019,1,25,2019,KNOLLWOOD HOME CARE,15346 MAYALL ST,MISSION HILLS,91345,Los Angeles,CA,(818) 920-2995,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601359,1/24/2019,1,24,2019,TRI CITY CARE HOME II,3416 ISHERWOOD PLACE,FREMONT,94536,Alameda,CA,(510) 818-0473,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198203450,1/23/2019,1,23,2019,ANGEL CARE IV,627 N. PAULINA AVE.,REDONDO BEACH,90277,Los Angeles,CA,(310) 372-0674,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601355,1/23/2019,1,23,2019,APPLE GARDENS HOME,1611 APPLE DRIVE,CONCORD,94518,Contra Costa,CA,(925) 676-9627,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486801175,1/22/2019,1,22,2019,BERT LILLEEN CARE HOME,967 ZEPHYR LANE,VACAVILLE,95687,Solano,CA,(707) 451-2042,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565800983,1/19/2019,1,19,2019,LINA'S GUEST HOME,2221 KEPLER DRIVE,OXNARD,93033,Ventura,CA,(805) 487-3816,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200312,1/18/2019,1,18,2019,"PARADISE VILLA SENIOR CARE, LLC",836 SAN SIMEON DRIVE,CONCORD,94518,Contra Costa,CA,(925) 446-6651,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200670,1/18/2019,1,18,2019,ACAPULCO SENIOR CARE HOME,14160 ACAPULCO ROAD,SAN LEANDRO,94577,Alameda,CA,(408) 391-7559,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801949,1/16/2019,1,16,2019,APPLEGATE @ DORADO,1630 EL DORADO DRIVE,THOUSAND OAKS,91362,Ventura,CA,(805) 207-7791,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197609505,1/12/2019,1,12,2019,"NVM COMFORT HOMES, LLC",16473 MCKEEVER STREET,GRANADA HILLS,91344,Los Angeles,CA,(747) 234-8450,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801682,1/5/2019,1,5,2019,SUNSHINE HEALTH PLACE,1558 NORMAN AVENUE,THOUSAND OAKS,91360,Ventura,CA,(805) 446-3100,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801148,1/5/2019,1,5,2019,OMNICARE,926 CAMINO LA MAIDA,THOUSAND OAKS,91360,Ventura,CA,(805) 241-1252,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601557,1/4/2019,1,4,2019,ABRAHAM REST HOME,1035 BRIGHTWOOD COURT,WALNUT CREEK,94598,Contra Costa,CA,(925) 286-3576,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200557,1/4/2019,1,4,2019,CARES R US LLC,3105 S FRANCISCO WAY,ANTIOCH,94509,Contra Costa,CA,(925) 451-2107,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435202159,1/28/2015,1,28,2015,MERRILL GARDENS AT WILLOW GLEN,1420 CURCI DR,SAN JOSE,95126,Santa Clara,CA,(408) 283-0941,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306001011,9/8/2015,9,8,2015,AUTUMN MEADOWS,29751 ANA MARIA,LAGUNA NIGUEL,92677,Orange,CA,(949) 249-8033,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004545,10/25/2016,10,25,2016,ASTORIA RETIREMENT AT DOVER SHORES,1412 SANTIAGO DRIVE,NEWPORT BEACH,92660,Orange,CA,(714) 306-2253,740 - RESIDENTIAL CARE ELDERLY,1569.695-6,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803241,2/9/2017,2,9,2017,BROOKDALE CHANATE,3250 CHANATE RD,SANTA ROSA,95404,Sonoma,CA,(707) 575-7503,740 - RESIDENTIAL CARE ELDERLY,1569.695 (1)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801653,2/28/2017,2,28,2017,ROYAL GARDENS OF CAMARILLO,903 CARMEN DRIVE,CAMARILLO,93010,Ventura,CA,(805) 484-2777,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
191221435,3/3/2017,3,3,2017,BROOKDALE CHATSWORTH,20801 DEVONSHIRE BLVD,CHATSWORTH,91311,Los Angeles,CA,(818) 341-2552,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608901,7/13/2017,7,13,2017,CALIFORNIA RETIREMENT HOTEL,4340 LOCKWOOD AVENUE,LOS ANGELES,90029,Los Angeles,CA,(323) 663-2153,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608901,8/7/2017,8,7,2017,CALIFORNIA RETIREMENT HOTEL,4340 LOCKWOOD AVENUE,LOS ANGELES,90029,Los Angeles,CA,(323) 663-2153,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606473,4/12/2018,4,12,2018,QUARTZ GARDEN,7250 QUARTZ AVE,WINNETKA,91306,Los Angeles,CA,(818) 885-7522,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004054,6/21/2018,6,21,2018,VICTOR GUEST HOME,24552 TROY STREET,MISSION VIEJO,92691,Orange,CA,(949) 472-9356,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
496802026,9/6/2018,9,6,2018,VILLA CAPRI,1397 FOUNTAINGROVE PKWY,SANTA ROSA,95403,Sonoma,CA,(707) 526-9090,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197609495,11/1/2018,11,1,2018,WOODLAKE LOVING CARE LLC,8016 WOODLAKE AVE,WEST HILLS,91304,Los Angeles,CA,(818) 217-6778,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803544,3/7/2019,3,7,2019,LITTLE BIRD ASSISTED LIVING,511 WEBSTER STREET,PETALUMA,94952,Sonoma,CA,(707) 559-5793,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
315001899,3/7/2019,3,7,2019,GRANITE SPRING CARE HOME III,1941 FRENSHAM DRIVE,ROSEVILLE,95661,Placer,CA,(916) 952-4192,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1-7),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801730,3/8/2019,3,8,2019,FINEST LIVING AT ARCADE,350 SOUTH ARCADE DRIVE,VENTURA,93003,Ventura,CA,(805) 628-9181,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003807,3/11/2019,3,11,2019,CHATEAU FRANCESCA,33821 VIA CASCADA,SAN JUAN CAPISTRANO,92675,Orange,CA,(949) 234-0559,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
455002633,3/12/2019,3,12,2019,A TOUCH OF HEAVEN,760 KERRYJEN CT,REDDING,96002,Shasta,CA,(530) 226-5052,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(2),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801350,4/4/2019,4,4,2019,SIMI HOME,4015 E. PEORIA AVENUE,SIMI VALLEY,93063,Ventura,CA,(805) 584-2592,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
347004466,4/10/2019,4,10,2019,TRAJAN VILLA CARE HOME,6201 TRAJAN DRIVE,ORANGEVALE,95662,Sacramento,CA,(916) 358-6907,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1-7),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603609,4/15/2019,4,15,2019,VISTA SUNRISE ELDER CARE,1904 CRESTHAVEN DRIVE,VISTA,92084,San Diego,CA,(760) 558-9852,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603307,4/17/2019,4,17,2019,NEW DAWN SENIOR CARE HOME,789 SKYVIEW STREET,EL CAJON,92020,San Diego,CA,(619) 447-4596,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802407,4/24/2019,4,24,2019,LOVE CIRCLE HOME CARE LLC,1936 EDGEWOOD DRIVE,SIMI VALLEY,93063,Ventura,CA,(805) 527-2378,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802407,4/24/2019,4,24,2019,LOVE CIRCLE HOME CARE LLC,1936 EDGEWOOD DRIVE,SIMI VALLEY,93063,Ventura,CA,(805) 527-2378,740 - RESIDENTIAL CARE ELDERLY,1569.695(f)(2)(C),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
347001099,4/30/2019,4,30,2019,TIMBERLEAF HOME CARE,6036 TIMBERLEAF WAY,ORANGEVALE,95662,Sacramento,CA,(916) 987-8941,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1-7),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802408,5/15/2019,5,15,2019,REGAL CARE,3316 GREENVILLE AVENUE,SIMI VALLEY,93063,Ventura,CA,(805) 587-2992,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004029,5/21/2019,5,21,2019,IRVINE COTTAGE NO. 11,24172 VIA LUISA,MISSION VIEJO,92691,Orange,CA,(949) 533-5938,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801975,6/5/2019,6,5,2019,"MARIPOSA VALLEY, INC",321 GLENWOOD AVENUE,VENTURA,93003,Ventura,CA,(805) 658-8194,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802426,6/5/2019,6,5,2019,NAVITA RESIDENCE TULL ST,5603 TULL ST,VENTURA,93003,Ventura,CA,(805) 494-4121,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
347003604,6/13/2019,6,13,2019,FELICIA'S RESIDENTIAL CARE FACILITY FOR ELDERLY,9495 DEANNA AVENUE,ORANGEVALE,95662,Sacramento,CA,(916) 987-1843,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1-7),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801975,6/13/2019,6,13,2019,"MARIPOSA VALLEY, INC",321 GLENWOOD AVENUE,VENTURA,93003,Ventura,CA,(805) 658-8194,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004406,6/18/2019,6,18,2019,JP SENIOR HOMES - SATURNA,24591 SATURNA DRIVE,MISSION VIEJO,92691,Orange,CA,(949) 637-6660,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608333,6/22/2019,6,22,2019,MANOR HOUSE OF ANTELOPE VALLEY,"45550 11TH ST., W.",LANCASTER,93534,Los Angeles,CA,(661) 951-2085,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607518,6/25/2019,6,25,2019,VILLAGE CARE,12245 CALIFA STREET,VALLEY VILLAGE,91607,Los Angeles,CA,(818) 516-1749,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601774,6/26/2019,6,26,2019,VISTA PALM RESIDENTIAL FACILITY,1181 EUCALYPTUS AVE,VISTA,92084,San Diego,CA,(760) 940-4221,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
486803258,7/3/2019,7,3,2019,GOLDEN RAINBOW INC,1101 PARTRIDGE PLACE,SUISUN CITY,94585,Solano,CA,(707) 637-0783,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
198201977,7/3/2019,7,3,2019,"SANCTUARY, THE",21410 MADRONA AVENUE,TORRANCE,90503,Los Angeles,CA,(424) 558-3134,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608349,7/3/2019,7,3,2019,ABBEY ROAD VILLA,14132 HUBBARD STREET,SYLMAR,91342,Los Angeles,CA,(818) 837-0077,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
342700037,7/5/2019,7,5,2019,OAKCREEK HOME CARE,8501 OAKCREEK COVE WAY,ORANGEVALE,95662,Sacramento,CA,(916) 989-9209,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1-7),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565800906,7/11/2019,7,11,2019,GOLDEN YEARS CARE,1325 LANTANA STREET,CAMARILLO,93010,Ventura,CA,(805) 383-1188,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
342700327,7/11/2019,7,11,2019,A & V COMFORT HOME CARE,5604 NORTH AVE,CARMICHAEL,95608,Sacramento,CA,(916) 541-0073,740 - RESIDENTIAL CARE ELDERLY,1569.695(a)(1-7),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803338,7/11/2019,7,11,2019,"ROSE GARDEN OF SANTA ROSA RCFE, THE",2370 MELBROOK WAY,SANTA ROSA,95405,Sonoma,CA,(707) 367-0926,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802435,7/15/2019,7,15,2019,COTTAGE INN,191 WAYVIEW CT,VENTURA,93003,Ventura,CA,(805) 650-7497,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
336424970,7/16/2019,7,16,2019,MONTAGE MANOR,69-920 MATISSE RD,CATHEDRAL CITY,92234,Riverside,CA,(760) 699-5090,740 - RESIDENTIAL CARE ELDERLY,1569.695(f)(2)(D),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602090,7/19/2019,7,19,2019,ARC CARE FOR THE ELDERLY,13449 BIOLA AVENUE,LA MIRADA,90638,Los Angeles,CA,(562) 946-4269,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306001961,7/22/2019,7,22,2019,COASTSIDE SENIOR HOME,3264 COLORADO LANE,COSTA MESA,92626,Orange,CA,(714) 444-9800,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603349,7/22/2019,7,22,2019,VISTA VILLAGE CARE,222 WASHINGTON STREET,VISTA,92084,San Diego,CA,(760) 295-7258,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802001,7/23/2019,7,23,2019,BELLA NOVA VILLA,1111 IVYWOOD DRIVE,OXNARD,93030,Ventura,CA,(805) 983-6720,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565802409,7/25/2019,7,25,2019,BRADY'S BUTTERFLY INN INC,4370 WHITTIER COURT,VENTURA,93003,Ventura,CA,(805) 676-1909,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
197605842,8/1/2019,8,1,2019,SUNFLOWER PLACE RCFE CORP,10022 E. AVENUE Q14,LITTLEROCK,93543,Los Angeles,CA,(661) 998-9380,740 - RESIDENTIAL CARE ELDERLY,1569.695(a),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
567609601,8/1/2019,8,1,2019,ARIANAH PLACE INC,53 WALES STREET,THOUSAND OAKS,91360,Ventura,CA,(805) 870-4518,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
191222261,8/8/2019,8,8,2019,TRUDEZ HOME CARE,15516 EL CAJON ST.,SYLMAR,91342,Los Angeles,CA,(818) 336-6537,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601483,8/15/2019,8,15,2019,ST. LOURDES HOME,1626 ASHBURY LANE,HAYWARD,94545,Alameda,CA,(510) 265-0818,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306000685,8/15/2019,8,15,2019,ROSEHAVEN III,309 CALLE SANDIA,SAN CLEMENTE,92672,Orange,CA,(949) 366-9550,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
306002863,8/16/2019,8,16,2019,DIAMOND MANOR II,1631 W. TEDMAR AVENUE,ANAHEIM,92802,Orange,CA,(714) 502-0121,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
565800248,8/26/2019,8,26,2019,COTTAGES OF THE OAKS,117 W. GAINSBOROUGH,THOUSAND OAKS,91360,Ventura,CA,(805) 496-2004,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
496801205,9/6/2019,9,6,2019,HOEN'S CARE HOME,1618 MARIPOSA DRIVE,SANTA ROSA,95405,Sonoma,CA,(707) 573-8922,740 - RESIDENTIAL CARE ELDERLY,1569.695(c),New EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803127,9/9/2019,9,9,2019,"SONOMA OAK TREE HOME, INC I",425 ARBOR AVE,SONOMA,95476,Sonoma,CA,(707) 996-4706,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602274,9/12/2019,9,12,2019,SANTA FE HOME CARE IV,5010 TORRANCE BLVD,TORRANCE,90503,Los Angeles,CA,(310) 989-1941,740 - RESIDENTIAL CARE ELDERLY,1569.695,New EMERGENCY AND DISASTER PLAN REQUIREMENTS
